,CID,LAC,NetworkGen,NetworkType,NumRaces,NumUsers,Power,laccid,quality,ratio,segment,segment_end_id,segment_start_id,weight
31,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.982061396591,001-002,002,001,uniform
32,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.982910817536,001-002,002,001,uniform
33,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.983760238482,001-002,002,001,uniform
34,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.984609659427,001-002,002,001,uniform
35,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.985459080372,001-002,002,001,uniform
36,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.986308501317,001-002,002,001,uniform
37,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.987157922262,001-002,002,001,uniform
38,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.988007343207,001-002,002,001,uniform
39,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.988856764152,001-002,002,001,uniform
40,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.989706185097,001-002,002,001,uniform
41,6929814,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929814,,0.990555606043,001-002,002,001,uniform
42,6929814,660,3G,UMTS,1,1,-69.0,UMTS-3G-660-6929814,0.56,0.0,002-003,003,002,uniform
43,6929814,660,3G,UMTS,1,1,-71.0,UMTS-3G-660-6929814,0.56,0.0551519998719,002-003,003,002,uniform
44,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.110303999744,002-003,003,002,uniform
45,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.165455999616,002-003,003,002,uniform
46,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.220607999488,002-003,003,002,uniform
47,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.27575999936,002-003,003,002,uniform
48,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.330911999232,002-003,003,002,uniform
49,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.386063999103,002-003,003,002,uniform
50,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.441215998975,002-003,003,002,uniform
51,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.496367998847,002-003,003,002,uniform
52,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.551519998719,002-003,003,002,uniform
53,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.606671998591,002-003,003,002,uniform
54,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.661823998463,002-003,003,002,uniform
55,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.716975998335,002-003,003,002,uniform
56,6929814,660,3G,UMTS,1,1,-99.0,UMTS-3G-660-6929814,0.56,0.772127998207,002-003,003,002,uniform
57,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.777256508286,002-003,003,002,uniform
58,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.784312559186,002-003,003,002,uniform
59,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.791368610086,002-003,003,002,uniform
60,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.798424660986,002-003,003,002,uniform
61,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.805480711887,002-003,003,002,uniform
62,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.812536762787,002-003,003,002,uniform
63,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.819592813687,002-003,003,002,uniform
64,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.826648864587,002-003,003,002,uniform
65,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.833704915487,002-003,003,002,uniform
66,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.840760966387,002-003,003,002,uniform
67,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.847817017287,002-003,003,002,uniform
68,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.854873068188,002-003,003,002,uniform
69,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.861929119088,002-003,003,002,uniform
70,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.868985169988,002-003,003,002,uniform
71,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.876041220888,002-003,003,002,uniform
72,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.883097271788,002-003,003,002,uniform
73,6929815,660,3G,HSPAP,1,1,-88.0,HSPAP-3G-660-6929815,,0.890153322688,002-003,003,002,uniform
74,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.797780491596,002-003,003,002,uniform
75,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.808297511402,002-003,003,002,uniform
76,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.818814531208,002-003,003,002,uniform
77,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.829331551014,002-003,003,002,uniform
78,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.839848570819,002-003,003,002,uniform
79,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.850365590625,002-003,003,002,uniform
80,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.860882610431,002-003,003,002,uniform
81,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.871399630237,002-003,003,002,uniform
82,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.881916650042,002-003,003,002,uniform
83,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.892433669848,002-003,003,002,uniform
84,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.84,0.902950689654,002-003,003,002,uniform
85,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.91346770946,002-003,003,002,uniform
86,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.923984729266,002-003,003,002,uniform
87,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.934501749071,002-003,003,002,uniform
88,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.945018768877,002-003,003,002,uniform
89,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.955535788683,002-003,003,002,uniform
90,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.966052808489,002-003,003,002,uniform
91,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.976569828295,002-003,003,002,uniform
92,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.9870868481,002-003,003,002,uniform
93,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.84,0.997603867906,002-003,003,002,uniform
94,6929795,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929795,0.91,0.0245694923725,003-002,002,003,uniform
95,6929795,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929795,0.91,0.0767752217231,003-002,002,003,uniform
96,6929795,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929795,0.91,0.128980951074,003-002,002,003,uniform
97,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.181186680424,003-002,002,003,uniform
98,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.233392409775,003-002,002,003,uniform
99,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.285598139125,003-002,002,003,uniform
100,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.337803868476,003-002,002,003,uniform
101,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.390009597827,003-002,002,003,uniform
102,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.442215327177,003-002,002,003,uniform
103,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.494421056528,003-002,002,003,uniform
104,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.546626785878,003-002,002,003,uniform
105,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.598832515229,003-002,002,003,uniform
106,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.651038244579,003-002,002,003,uniform
107,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.70324397393,003-002,002,003,uniform
108,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.755449703281,003-002,002,003,uniform
109,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.807655432631,003-002,002,003,uniform
110,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.859861161982,003-002,002,003,uniform
111,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.912066891332,003-002,002,003,uniform
112,6929795,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929795,0.91,0.964272620683,003-002,002,003,uniform
113,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.968691033274,003-002,002,003,uniform
114,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.969997623256,003-002,002,003,uniform
115,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.971304213238,003-002,002,003,uniform
116,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.972610803219,003-002,002,003,uniform
117,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.973917393201,003-002,002,003,uniform
118,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.975223983183,003-002,002,003,uniform
119,6889988,660,3G,UMTS,1,1,-57.0,UMTS-3G-660-6889988,-0.94,0.976530573165,003-002,002,003,uniform
120,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.977837163146,003-002,002,003,uniform
121,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.979143753128,003-002,002,003,uniform
122,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.98045034311,003-002,002,003,uniform
123,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.981756933092,003-002,002,003,uniform
124,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.983063523073,003-002,002,003,uniform
125,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.984370113055,003-002,002,003,uniform
126,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.985676703037,003-002,002,003,uniform
127,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.986983293019,003-002,002,003,uniform
128,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.988289883,003-002,002,003,uniform
129,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.989596472982,003-002,002,003,uniform
130,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.990903062964,003-002,002,003,uniform
131,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.992209652946,003-002,002,003,uniform
132,6889988,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6889988,-0.94,0.993516242927,003-002,002,003,uniform
133,6929815,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929815,0.47,0.0,003-004,004,003,uniform
134,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.47,0.0518967588167,003-004,004,003,uniform
135,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.47,0.103793517633,003-004,004,003,uniform
136,6929815,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929815,0.47,0.15569027645,003-004,004,003,uniform
137,6929815,660,3G,UMTS,1,1,-88.0,UMTS-3G-660-6929815,0.47,0.207587035267,003-004,004,003,uniform
138,6929815,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6929815,0.47,0.259483794084,003-004,004,003,uniform
139,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.261253050887,003-004,004,003,uniform
140,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.27405585529,003-004,004,003,uniform
141,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.286858659694,003-004,004,003,uniform
142,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.299661464098,003-004,004,003,uniform
143,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.312464268502,003-004,004,003,uniform
144,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.325267072906,003-004,004,003,uniform
145,631744,414,3G,UMTS,1,1,-69.0,UMTS-3G-414-631744,,0.338069877309,003-004,004,003,uniform
146,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.268168676427,003-004,004,003,uniform
147,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.270761104699,003-004,004,003,uniform
148,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.27335353297,003-004,004,003,uniform
149,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.275945961242,003-004,004,003,uniform
150,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.278538389514,003-004,004,003,uniform
151,631744,414,3G,HSPAP,1,1,-89.0,HSPAP-3G-414-631744,,0.281130817786,003-004,004,003,uniform
152,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.287407026349,003-004,004,003,uniform
153,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.289507373239,003-004,004,003,uniform
154,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.291607720129,003-004,004,003,uniform
155,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.29370806702,003-004,004,003,uniform
156,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.29580841391,003-004,004,003,uniform
157,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.2979087608,003-004,004,003,uniform
158,631744,414,3G,HSDPA,1,1,-80.0,HSDPA-3G-414-631744,,0.300009107691,003-004,004,003,uniform
159,650536,414,3G,UMTS,1,1,-65.0,UMTS-3G-414-650536,0.06,0.344364709769,003-004,004,003,uniform
160,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.355054751434,003-004,004,003,uniform
161,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.365744793099,003-004,004,003,uniform
162,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.376434834764,003-004,004,003,uniform
163,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.387124876429,003-004,004,003,uniform
164,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.397814918094,003-004,004,003,uniform
165,650536,414,3G,UMTS,1,1,-85.0,UMTS-3G-414-650536,0.06,0.408504959759,003-004,004,003,uniform
166,650536,414,3G,UMTS,1,1,-91.0,UMTS-3G-414-650536,0.06,0.419195001424,003-004,004,003,uniform
167,650536,414,3G,UMTS,1,1,-91.0,UMTS-3G-414-650536,0.06,0.429885043089,003-004,004,003,uniform
168,650536,414,3G,UMTS,1,1,-91.0,UMTS-3G-414-650536,0.06,0.440575084754,003-004,004,003,uniform
169,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.54237879606,003-004,004,003,uniform
170,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.54397216265,003-004,004,003,uniform
171,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.545565529239,003-004,004,003,uniform
172,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.547158895829,003-004,004,003,uniform
173,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.548752262418,003-004,004,003,uniform
174,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.550345629008,003-004,004,003,uniform
175,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.551938995597,003-004,004,003,uniform
176,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.553532362187,003-004,004,003,uniform
177,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.555125728776,003-004,004,003,uniform
178,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.556719095365,003-004,004,003,uniform
179,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.558312461955,003-004,004,003,uniform
180,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.559905828544,003-004,004,003,uniform
181,6929900,660,3G,HSPAP,1,1,-85.0,HSPAP-3G-660-6929900,,0.561499195134,003-004,004,003,uniform
182,6929900,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929900,0.64,0.567812651489,003-004,004,003,distance
183,6929900,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929900,0.64,0.58731339963,003-004,004,003,distance
184,6929900,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929900,0.64,0.606814147771,003-004,004,003,distance
185,6929900,660,3G,UMTS,1,1,-86.0,UMTS-3G-660-6929900,0.64,0.626314895912,003-004,004,003,distance
186,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.645815644053,003-004,004,003,distance
187,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.665316392194,003-004,004,003,distance
188,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.684817140335,003-004,004,003,distance
189,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.704317888476,003-004,004,003,distance
190,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.723818636617,003-004,004,003,distance
191,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.743319384759,003-004,004,003,distance
192,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.7628201329,003-004,004,003,distance
193,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.782320881041,003-004,004,003,distance
194,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.801821629182,003-004,004,003,distance
195,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.821322377323,003-004,004,003,distance
196,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.840823125464,003-004,004,003,distance
197,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.860323873605,003-004,004,003,distance
198,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.879824621746,003-004,004,003,distance
199,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.899325369887,003-004,004,003,distance
200,6929900,660,3G,UMTS,1,1,-90.0,UMTS-3G-660-6929900,0.64,0.918826118028,003-004,004,003,distance
201,6929900,660,3G,UMTS,1,1,-87.0,UMTS-3G-660-6929900,0.64,0.938326866169,003-004,004,003,distance
202,6929900,660,3G,UMTS,1,1,-87.0,UMTS-3G-660-6929900,0.64,0.95782761431,003-004,004,003,distance
203,6929900,660,3G,UMTS,1,1,-88.0,UMTS-3G-660-6929900,0.64,0.977328362451,003-004,004,003,distance
204,6929900,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929900,0.64,0.996829110593,003-004,004,003,distance
205,6889997,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6889997,0.86,0.0,004-003,003,004,uniform
206,6889997,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6889997,0.86,0.0514724986203,004-003,003,004,uniform
207,6889997,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6889997,0.86,0.102944997241,004-003,003,004,uniform
208,6889997,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6889997,0.86,0.154417495861,004-003,003,004,uniform
209,6889997,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6889997,0.86,0.205889994481,004-003,003,004,uniform
210,6889997,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6889997,0.86,0.257362493102,004-003,003,004,uniform
211,6889997,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6889997,0.86,0.308834991722,004-003,003,004,uniform
212,6889997,660,3G,UMTS,1,1,-97.0,UMTS-3G-660-6889997,0.86,0.360307490342,004-003,003,004,uniform
213,6929816,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929816,0.6,0.374637409405,004-003,003,004,uniform
214,6929816,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929816,0.6,0.394377182027,004-003,003,004,uniform
215,6929816,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929816,0.6,0.414116954648,004-003,003,004,uniform
216,6929816,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929816,0.6,0.43385672727,004-003,003,004,uniform
217,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.453596499892,004-003,003,004,uniform
218,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.473336272513,004-003,003,004,uniform
219,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.493076045135,004-003,003,004,uniform
220,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.512815817757,004-003,003,004,uniform
221,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.532555590378,004-003,003,004,uniform
222,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.552295363,004-003,003,004,uniform
223,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.572035135622,004-003,003,004,uniform
224,6929816,660,3G,UMTS,1,1,-85.0,UMTS-3G-660-6929816,0.6,0.591774908243,004-003,003,004,uniform
225,6929816,660,3G,UMTS,1,1,-91.0,UMTS-3G-660-6929816,0.6,0.611514680865,004-003,003,004,uniform
